640.2,638.0,636.8,632.6,631.5,632.1,630.2,629.8,626.2,624.8,624.9,623.2,622.6,619.6,620.1,617.2,616.1,615.9,615.2,610.2,2.9,2.6,2.4,4.3,3.8,1.9,1.9,0.5,2.7,2.8,1.6,1.4,1.1,3.2,2.0,3.3,3.1,2.2,1.7,5.2
641.1,638.5,634.2,635.5,632.8,630.8,630.0,625.8,625.3,628.3,619.8,622.6,620.9,618.7,619.2,618.1,616.6,614.8,610.1,610.6,2.0,2.1,5.0,1.4,2.5,3.2,2.1,4.5,3.6,0.0,6.7,2.0,2.8,4.1,2.9,2.4,2.6,3.3,6.8,4.8
640.6,638.0,636.5,634.2,632.1,630.3,627.0,628.7,626.1,628.5,624.1,623.1,622.6,620.6,617.9,617.6,617.7,614.0,614.2,613.1,2.5,2.6,2.7,2.7,3.2,3.7,5.1,1.6,2.8,0.0,2.4,1.5,1.1,2.2,4.2,2.9,1.5,4.1,2.7,2.3
639.5,638.4,636.6,632.5,631.2,627.5,629.1,626.4,625.9,622.1,623.7,622.5,622.9,619.3,618.1,616.2,616.6,615.1,611.7,610.7,3.6,2.2,2.6,4.4,4.1,6.5,3.0,3.9,3.0,5.5,2.8,2.1,0.8,3.5,4.0,4.3,2.6,3.0,5.2,4.7
640.6,638.9,637.5,634.4,633.5,632.4,629.3,627.0,625.7,624.3,623.7,622.2,622.9,619.8,618.0,619.3,614.8,613.8,612.3,611.2,2.5,1.7,1.7,2.5,1.8,1.6,2.8,3.3,3.2,3.3,2.8,2.4,0.8,3.0,4.1,1.2,4.4,4.3,4.6,4.2
640.9,634.4,636.7,634.0,633.9,626.8,628.3,626.4,626.5,624.2,623.8,623.9,621.3,620.1,618.3,617.2,617.4,615.0,609.7,610.9,2.2,6.2,2.5,2.9,1.4,7.2,3.8,3.9,2.4,3.4,2.7,0.7,2.4,2.7,3.8,3.3,1.8,3.1,7.2,4.5
640.1,637.4,635.4,630.6,631.9,629.5,628.0,626.3,625.0,623.3,621.6,621.0,620.6,620.8,615.8,612.3,615.7,612.5,614.0,610.1,3.0,3.2,3.8,6.3,3.4,4.5,4.1,4.0,3.9,4.3,4.9,3.6,3.1,2.0,6.3,8.2,3.5,5.6,2.9,5.3
636.8,635.4,633.5,630.1,628.1,628.1,627.1,624.9,623.8,623.3,621.7,617.2,620.4,618.3,617.2,614.9,613.7,610.7,609.3,608.8,6.3,5.2,5.7,6.8,7.2,5.9,5.0,5.4,5.1,4.3,4.8,7.4,3.3,4.5,4.9,5.6,5.5,7.4,7.6,6.6
637.2,632.3,631.3,628.6,627.5,624.2,625.1,623.7,621.2,620.6,622.2,618.8,617.8,619.0,613.7,611.6,613.7,609.8,607.3,606.5,5.9,8.3,7.9,8.3,7.8,9.8,7.0,6.6,7.7,7.0,4.3,5.8,5.9,3.8,8.4,8.9,5.5,8.3,9.6,8.9
632.5,628.9,626.9,632.1,624.6,623.3,618.4,618.8,618.4,617.2,616.4,614.8,613.2,614.0,611.6,607.4,606.3,605.7,605.6,605.3,10.6,11.7,12.3,4.8,10.7,10.7,13.7,11.5,10.5,10.4,10.1,9.8,10.5,8.8,10.5,13.1,12.9,12.4,11.3,10.1
626.4,625.0,623.4,623.2,621.2,619.5,617.3,616.3,615.5,614.7,609.5,609.0,609.7,604.5,606.4,604.9,600.8,599.4,601.3,600.4,16.7,15.6,15.8,13.7,14.1,14.5,14.8,14.0,13.4,12.9,17.0,15.6,14.0,18.3,15.7,15.6,18.4,18.7,15.6,15.0
622.6,616.4,614.6,615.2,611.3,612.3,609.3,607.9,607.7,606.9,606.1,602.8,600.0,600.6,598.0,598.4,591.0,594.1,594.0,592.7,20.5,24.2,24.6,21.7,24.0,21.7,22.8,22.4,21.2,20.7,20.4,21.8,23.7,22.2,24.1,22.1,28.2,24.0,22.9,22.7
612.3,606.4,604.5,603.6,601.7,604.9,598.9,598.0,595.5,595.8,593.6,593.2,591.3,591.7,589.7,588.2,588.0,585.8,584.9,583.8,30.8,34.2,34.7,33.3,33.6,29.1,33.2,32.3,33.4,31.8,32.9,31.4,32.4,31.1,32.4,32.3,31.2,32.3,32.0,31.6
596.7,594.0,591.5,590.2,589.6,584.8,585.4,586.8,584.2,582.5,580.1,582.3,577.9,576.1,576.0,573.3,573.7,575.7,570.3,571.8,46.4,46.6,47.7,46.7,45.7,49.2,46.7,43.5,44.7,45.1,46.4,42.3,45.8,46.7,46.1,47.2,45.5,42.4,46.6,43.6
579.0,575.7,575.8,576.3,574.7,572.7,571.3,569.1,566.4,568.2,565.6,564.3,562.0,561.1,561.0,560.1,559.4,557.6,559.3,556.5,64.1,64.9,63.4,60.6,60.6,61.3,60.8,61.2,62.5,59.4,60.9,60.3,61.7,61.7,61.1,60.4,59.8,60.5,57.6,58.9
567.7,565.6,563.5,562.3,557.1,560.2,559.0,556.4,555.1,556.2,552.6,548.4,552.1,542.8,548.0,546.6,545.5,548.7,540.5,540.9,75.4,75.0,75.7,74.6,78.2,73.8,73.1,73.9,73.8,71.4,73.9,76.2,71.6,80.0,74.1,73.9,73.7,69.4,76.4,74.5
545.6,544.9,540.9,539.9,538.6,535.8,535.1,534.2,532.8,532.2,530.3,528.4,526.6,524.2,526.6,522.5,520.8,519.1,517.9,517.1,97.5,95.7,98.3,97.0,96.7,98.2,97.0,96.1,96.1,95.4,96.2,96.2,97.1,98.6,95.5,98.0,98.4,99.0,99.0,98.3
530.7,529.2,527.7,526.8,525.4,520.1,518.6,516.1,517.5,516.2,515.0,508.0,509.9,504.1,506.0,503.6,504.7,501.8,501.2,500.0,112.4,111.4,111.5,110.1,109.9,113.9,113.5,114.2,111.4,111.4,111.5,116.6,113.8,118.7,116.1,116.9,114.5,116.3,115.7,115.4
540.5,540.2,535.9,537.7,534.7,534.1,532.3,529.3,530.0,526.9,526.0,525.0,519.5,518.8,517.2,516.2,514.6,514.5,515.2,510.7,102.6,100.4,103.3,99.2,100.6,99.9,99.8,101.0,98.9,100.7,100.5,99.6,104.2,104.0,104.9,104.3,104.6,103.6,101.7,104.7
588.9,587.3,587.0,585.0,581.8,582.3,580.1,579.5,576.7,576.4,574.7,574.4,573.2,573.2,568.4,568.6,568.0,566.1,565.9,563.6,54.2,53.3,52.2,51.9,53.5,51.7,52.0,50.8,52.2,51.2,51.8,50.2,50.5,49.6,53.7,51.9,51.2,52.0,51.0,51.8
