641.4,637.4,636.7,634.5,632.2,629.6,628.9,627.6,627.0,624.2,624.0,622.4,620.9,619.4,618.0,616.0,615.4,614.8,613.4,611.3,25.5,26.4,25.0,24.8,25.8,27.2,26.7,26.9,26.5,27.5,26.0,26.1,25.8,26.1,25.8,26.5,25.7,24.7,24.7,25.4
618.0,615.3,613.7,613.5,610.7,609.3,608.3,604.5,605.8,603.5,601.6,601.5,600.3,597.6,597.0,595.5,593.2,593.4,591.0,588.8,48.9,48.5,48.0,45.8,47.3,47.5,47.3,50.0,47.7,48.2,48.4,47.0,46.4,47.9,46.8,47.0,47.9,46.1,47.1,47.9
663.1,660.3,658.9,657.1,656.0,655.5,654.2,651.9,650.8,649.1,647.3,645.5,643.6,642.5,640.4,639.7,637.7,636.8,634.6,632.9,3.8,3.5,2.8,2.2,2.0,1.3,1.4,2.6,2.7,2.6,2.7,3.0,3.1,3.0,3.4,2.8,3.4,2.7,3.5,3.8
664.6,661.9,657.3,658.1,656.7,655.6,654.6,653.4,651.6,652.3,647.3,647.0,642.8,643.1,641.9,640.7,639.0,637.4,638.6,634.4,2.3,1.9,4.4,1.2,1.3,1.2,1.0,1.1,1.9,0.0,2.7,1.5,3.9,2.4,1.9,1.8,2.1,2.1,0.0,2.3
664.6,660.6,660.9,657.1,656.5,656.4,655.4,653.6,650.6,650.4,647.8,645.5,644.1,641.5,644.6,640.3,638.4,637.4,632.5,636.0,2.3,3.2,0.8,2.2,1.5,0.4,0.2,0.9,2.9,1.3,2.2,3.0,2.6,4.0,0.0,2.2,2.7,2.1,5.6,0.7
669.2,661.8,659.6,657.2,656.8,654.9,653.9,652.9,652.1,648.3,647.5,644.8,643.8,643.1,640.0,640.7,637.6,635.6,636.4,633.2,0.0,2.0,2.1,2.1,1.2,1.9,1.7,1.6,1.4,3.4,2.5,3.7,2.9,2.4,3.8,1.8,3.5,3.9,1.7,3.5
665.0,661.3,659.3,656.8,656.9,655.3,654.4,649.9,651.7,649.1,647.7,644.9,646.3,643.5,640.4,640.3,638.5,636.6,633.7,635.3,1.9,2.5,2.4,2.5,1.1,1.5,1.2,4.6,1.8,2.6,2.3,3.6,0.4,2.0,3.4,2.2,2.6,2.9,4.4,1.4
663.4,661.3,660.1,657.2,657.4,654.5,655.0,652.7,651.0,650.0,647.1,646.5,644.7,642.7,639.9,639.2,640.2,639.0,636.1,633.6,3.5,2.5,1.6,2.1,0.6,2.3,0.6,1.8,2.5,1.7,2.9,2.0,2.0,2.8,3.9,3.3,0.9,0.5,2.0,3.1
665.5,660.9,658.6,657.6,657.1,655.4,653.8,653.9,651.7,650.2,647.5,644.9,644.0,643.1,641.0,640.2,638.6,638.0,635.3,634.4,1.4,2.9,3.1,1.7,0.9,1.4,1.8,0.6,1.8,1.5,2.5,3.6,2.7,2.4,2.8,2.3,2.5,1.5,2.8,2.3
663.2,660.5,657.5,658.4,656.0,654.0,653.9,653.1,651.2,649.9,648.9,645.0,643.7,641.9,640.9,639.0,639.4,637.7,635.2,636.4,3.7,3.3,4.2,0.9,2.0,2.8,1.7,1.4,2.3,1.8,1.1,3.5,3.0,3.6,2.9,3.5,1.7,1.8,2.9,0.3
